路线编码,路段起点,路段终点,2020,2021,2022,2023,2024,技术等级,面层类型,车道数量,路基宽度,路面宽度,面层厚度,"修建
年度","养护里程
（公里）","已绿化里程
（公里）",地貌,高边坡数量,高边坡长度,涵洞数量
G318,4265,4266,93.08094544,88.27,68.3,93.52,91.47,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4266,4267,92.95177812,87.21,78.38,91.86,89.31,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4267,4268,93.14882234,88.51,75.92,89.65,90.01,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4268,4269,93.08094544,87.78,75.91,91.98,91.51,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4269,4270,93.14882234,87.14,77.62,91.76,89.85,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4270,4271,92.95177812,89.36,73.73,91.7,89.25,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4271,4272,92.481886,86.68,76.09,91.22,88.33,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4272,4273,92.18901459,85.21,70.32,90.22,87.84,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4273,4274,89.93029283,86,74.86,89.76,87.9,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4274,4275,92.34201321,84.31,70.09,88.79,87.65,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4275,4276,92.481886,83.37,73.57,88.99,88.27,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4276,4277,93.08094544,83.85,62.21,90.43,91.47,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4277,4278,93.14882234,81.61,60.02,92,89.95,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4278,4279,92.87845528,87.14,73.23,90.9,89.03,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4279,4280,92.87845528,85.64,71.28,90.27,89.03,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4280,4281,92.80298333,87.27,72.35,90.72,88.62,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4281,4282,93.14882234,84.08,67.37,90.74,90.81,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4282,4283,93.14882234,88.51,71.61,92.1,90.11,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4283,4284,92.59590258,91.86,86.67,91.81,88.45,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4284,4285,91.65359318,84.62,74.2,88.99,88.09,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4285,4286,92.13332179,86.88,72.81,90.01,83.29,三级公路,沥青,2,7.5,6,5,1954,39.897,39.338,山岭,0,0,100
G318,4286,4287,94.5019472,85.93,77.18,88.57,93.82,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4287,4288,93.14882234,90.76,81.15,94.15,90.51,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4288,4289,93.08094544,89.14,81.06,91.78,91.47,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4289,4290,93.08094544,88.62,80.79,92.58,91.37,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4290,4291,93.08094544,89.47,76.38,92.88,91.56,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4291,4292,93.14882234,91.19,81.39,93.08,90.01,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4292,4293,93.14882234,88.85,82.9,91.78,90.06,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4293,4294,93.08094544,88.51,74.38,91.13,91.19,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4294,4295,93.08094544,86,73.64,92.02,90.95,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4295,4296,92.87845528,88.97,83.99,91.46,88.85,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4296,4297,92.87845528,89.14,79.11,91.24,88.8,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4297,4298,93.14882234,84.92,81.33,91.06,90.21,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4298,4299,92.87845528,87.53,77.55,92.02,88.8,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4299,4300,92.80298333,87.21,75.41,89.02,88.62,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4300,4301,93.14882234,80.27,66.8,86.45,89.85,三级公路,沥青,2,7.5,6,5,1954,14.407,14.094,山岭,1,74,39
G318,4301,4302,92.37636681,89.42,75.34,89.60303058,87.21,三级公路,沥青,2,7.5,6,5,1954,1.784,1.704,山岭,0,0,2
G318,4302,4303,92.34201321,86.41,76.06,89.03,87.46,三级公路,沥青,2,7.5,6,5,1954,1.784,1.704,山岭,0,0,2
G318,4303,4304,92.37636681,86.27,82.32,89.60303058,87.01,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4304,4305,92.95177812,86.14,64.85,87.85,89.31,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4305,4306,91.65359318,87.14,72.01,91.39,88.09,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4306,4307,92.13332179,89.63,79.98,90.16,82.72,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4307,4308,93.14882234,75.91,63.8,83.47,90.51,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4308,4309,92.87845528,90.21,75.3,91.27,88.8,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4309,4310,92.18903117,88.51,78.07,90.87,89.69,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4310,4311,93.14882234,91.05,79.67,91.65,90.71,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4311,4312,92.84373437,86.34,71.87,92.61,91.99,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4312,4313,93.31801748,90.26,79.51,92.23,93.26,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4313,4314,92.95750479,92.33,84.84,93.75,37.64,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4314,4315,93.14882234,89.85,27.27,38.8,89.74,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4315,4316,89.93029283,87.9,79.04,91.17,87.96,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4316,4317,92.18901459,85.57,75.01,89.87,87.84,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4317,4318,93.08094544,82.88,74.27,88.97,91.82,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4318,4319,92.13332179,89.53,79.01,93.1,82.3,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4319,4320,92.34201321,83.29,79.31,82.95,87.59,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4320,4321,92.87845528,82.88,74.73,89.01,88.8,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4321,4322,92.26410212,85.57,80.12,89.6,84.69,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4322,4323,92.95177812,80.54,84.11,86.43,89.14,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4323,4324,93.14882234,84.54,37.1,90.52,90.56,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4324,4325,93.14882234,91.28,79.31,94,90.16,三级公路,沥青,2,7.5,6,5,1954,22.241,22.188,山岭,1,79,66
G318,4325,4326,93.14882234,90.56,74.45,88.97297093,90.71,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4326,4327,89.93029283,91,75.66,91.83,87.96,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4327,4328,95.04728533,87.14,87.76,88.69,93.54,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4328,4329,92.13332179,92.57,87.63,93.83,83.13,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4329,4330,93.0409637,83.77,86.67,84.22,92.81,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4330,4331,91.99140926,91.64,74.3,93.74,81.44,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4331,4332,92.00996665,91.37,85.77,82.58,35.75,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4332,4333,93.14882234,91.05,23.63,36.64,90.11,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4333,4334,91.65359318,84.99,82.78,90.87,88.09,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4334,4335,92.37636681,80.18,88.97,89.65,86.41,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4335,4336,92.84373437,79.99,87.21,87.97,92.29,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4336,4337,92.2016414,86.07,80.93,92.89,84.31,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4337,4338,92.95177812,75.06,78.96,85.2,89.08,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4338,4339,92.34201321,86.14,65.33,91.26,87.4,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4339,4340,92.481886,76.54,73.58,88.47,88.39,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4340,4341,92.37636681,72.48,77.77,89.32,87.14,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4341,4342,91.68913995,80.81,79.77,89.23,88.02,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4342,4343,92.34035926,78.76,62.36,88.55,84.92,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4343,4344,92.37636681,82.13,58.18,87.41,85.79,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4344,4345,92.59590258,73.28,85.24,82.67,88.45,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4345,4346,93.45617621,80.72,17.87,89.44,93.04,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4346,4347,93.14882234,92.12,82.12,94.66,90.06,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4347,4348,93.08094544,89.42,88.41,91.35,91.33,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4348,4349,92.481886,90.06,86.47,91.75,88.15,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4349,4350,93.14882234,87.27,86.85,88.84,90.26,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4350,4351,91.61152581,90.01,75.63,91.25,69.86,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4351,4352,93.14882234,91.37,85.27,72.62,90.06,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4352,4353,93.08094544,89.53,23,91.68,91.47,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4353,4354,93.73949922,91.51,84.29,92.77,94.34,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4354,4355,95.1153387,93.85,89.71,94.89,93.75,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4355,4356,92.481886,92.08,85.53,94.04,88.27,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4356,4357,92.37636681,84.92,85.64,88.91,85.36,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4357,4358,91.68913995,81.08,66.07,87.59,88.02,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4358,4359,92.34201321,77.67,57.35,88.72,87.27,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4359,4360,92.87845528,79.43,70.68,88.43,88.91,三级公路,沥青,2,7.5,6,5,1954,34.681,33.033,山岭,0,0,109
G318,4360,4361,93.14882234,88.09,76.27,89.37608767,90.71,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4361,4362,92.37636681,84.46,84.01,91.53,86.34,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4362,4363,93.08094544,80.72,69.31,87.65,91,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4363,4364,91.99140926,87.53,68.08,91.82,80.9,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4364,4365,92.37636681,82.38,69.07,81.68,85.5,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4365,4366,92.37636681,82.63,62.13,86.1,86.07,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4366,4367,92.13332179,83.92,75.52,86.55,83.04,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4367,4368,89.93029283,79.62,33.44,84.82,87.96,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4368,4369,93.14882234,90.11,78.38,89,89.74,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4369,4370,92.13332179,88.8,80.92,90.34,83.21,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4370,4371,92.37636681,83.45,89.63,85.65,86.75,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4371,4372,92.13332179,83.61,70.38,87.9,82.63,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4372,4373,92.95177812,80.81,58.47,84.45,89.36,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4373,4374,93.08094544,90.31,85.04,90.71,91.73,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4374,4375,92.37636681,90.41,79.45,92.4,85.93,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4375,4376,92.2016414,85.71,82.63,86.91,84.39,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4376,4377,92.94809135,83.77,68.91,85.48,92.33,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4377,4378,92.95177812,90.86,73.92,93.01,89.14,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4378,4379,92.37636681,88.68,79.75,91.2,86.27,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4379,4380,93.45617621,85.5,65.52,88.01,93.11,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4380,4381,92.59590258,94.15,85.75,95.24,88.51,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4381,4382,92.59590258,88.62,80.56,90.86,88.51,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4382,4383,92.481886,86.48,74.22,89.44,88.27,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4383,4384,92.37636681,86.75,69.02,89.28,86.07,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4384,4385,93.14882234,85.71,73.49,86.69,89.9,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4385,4386,93.14882234,86.48,62.3,90.11,90.41,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4386,4387,92.87845528,89.53,88.71,92.54,88.97,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4387,4388,92.34201321,88.74,66.43,89.88,87.53,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4388,4389,92.84373437,87.9,84.29,89.52,92.08,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4389,4390,93.14882234,89.08,73.49,92.75,90.46,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4390,4391,89.93029283,88.27,82.3,91.26,87.9,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4391,4392,92.95177812,77.57,64.33,88.81,89.36,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4392,4393,92.18903117,86.34,74.24,90.26,89.69,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4393,4394,92.37636681,85.93,82.22,91.82,86.55,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4394,4395,92.37636681,79.43,72.5,88.48,86.41,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4395,4396,92.481886,79.43,63.41,86.92,88.27,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4396,4397,92.59590258,85.93,78.29,89.99,88.51,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4397,4398,92.37636681,84.39,78.07,89.82,85.64,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4398,4399,92.2016414,82.55,79.32,87.97,84.31,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4399,4400,91.68913995,65.55,42.99,86.41,88.02,三级公路,沥青,2,7.5,6,5,1954,40.382,40.013,山岭,3,396,95
G318,4400,4401,92.95177812,89.34,80.86,89.99063495,89.63,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4401,4402,92.94809135,89.08,82.28,90.77,92.41,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4402,4403,92.2016414,92.04,86.57,92.7,84.39,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4403,4404,92.481886,80.18,77.71,85.83,88.27,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4404,4405,92.481886,86.61,76.05,88.75,88.21,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4405,4406,92.37636681,88.39,75.91,88.88,87.14,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4406,4407,93.14882234,87.01,70.41,88.91,90.06,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4407,4408,93.14882234,89.08,85.46,90.45,90.01,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4408,4409,92.37636681,88.97,75.69,90.86,86.61,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4409,4410,92.95177812,86.48,72.72,88.42,89.36,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4410,4411,91.68913995,88.09,80.33,91.45,88.02,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4411,4412,93.14882234,84.92,52.58,89.43,90.86,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4412,4413,92.87845528,89.03,77.69,91.93,89.03,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4413,4414,92.37636681,80.08,68.63,89.84,85.93,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4414,4415,92.37636681,83.37,74.31,88.23,86.55,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4415,4416,93.14882234,88.91,72.49,88.13,90.66,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4416,4417,91.99140926,86.88,80.17,92.68,80.72,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4417,4418,92.95177812,84.31,68.35,82.89,89.14,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4418,4419,93.08094544,87.27,75.11,90.06,91.1,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4419,4420,92.80298333,89.47,80.48,92.06,88.68,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4420,4421,93.14882234,86.68,80.01,89.16,90.21,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4421,4422,92.59590258,89.14,79.07,90.77,88.51,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4422,4423,93.14882234,89.53,87.76,90.6,90.71,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4423,4424,91.65359318,91.24,89.19,92.32,88.09,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4424,4425,93.14882234,86.68,82.55,89.05,90.41,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4425,4426,91.9036903,91.14,86.89,91.52,63.16,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4426,4427,91.40637223,89.79,81.63,55,53.75,三级公路,沥青,2,7.5,6,5,1954,27.298,26.022,山岭,1,126,56
G318,4427,4428,93.14882234,90.01,84.49,90.4,90.71,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4428,4429,92.37636681,84.16,75.25,86.59,87.08,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4429,4430,92.95177812,85.28,80.6,88.63,89.36,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4430,4431,93.14882234,86.95,80.48,88.99,89.95,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4431,4432,92.37636681,89.25,66.57,90.1,86.48,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4432,4433,91.75572494,85.21,47.5,86.74,78.56,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4433,4434,92.37636681,78.27,61.6,79.27,86.14,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4434,4435,92.95177812,85.71,74.59,86.54,89.36,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4435,4436,95.18544405,89.79,79.95,89.71,93.65,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4436,4437,92.84373437,91.86,83.91,92.18,91.99,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4437,4438,94.10367147,88.27,90.35,92,94.58,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4438,4439,93.08094544,93.4,84.49,94.85,91.19,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4439,4440,92.37636681,86.61,56.74,91.97,85.21,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4440,4441,93.14882234,78.07,79.01,86.24,89.95,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4441,4442,92.34201321,86.75,75.41,89.63,87.72,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4442,4443,92.18903117,85.14,79.67,88.17,89.69,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4443,4444,93.14882234,88.02,77.07,90.35,89.9,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4444,4445,93.08094544,85.36,76.04,91.15,91.05,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4445,4446,93.14882234,89.14,78.97,91.11,89.74,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4446,4447,93.14882234,86.61,73.02,88.36,90.76,三级公路,沥青,2,7.5,6.5,5,1954,19.622,0,山岭,0,0,47
G318,4447,4448,93.08094544,89.03,87.46,90.11824742,91.64,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4448,4449,93.14882234,88.39,73.06,90.44,90.26,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4449,4450,92.87845528,79.62,79.03,90.88,89.03,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4450,4451,93.14882234,85.14,73.44,90.33,89.74,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4451,4452,92.37636681,85.21,76.43,90.4,86.48,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4452,4453,93.14882234,82.72,68.1,87.73,90.16,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4453,4454,93.14882234,88.68,78.01,91.25,90.81,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4454,4455,92.87845528,89.58,76.53,91.06,89.03,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4455,4456,92.481886,87.08,71,89.96,88.27,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4456,4457,92.94809135,86,79.26,90.47,92.37,三级公路,沥青,2,7.5,6.5,5,1954,10.045,0,山岭,0,0,30
G318,4457,4458,92.34201321,93.4,88.5,89.38254343,87.59,三级公路,沥青,2,7.5,6.5,5,1954,29.291,0.42,山岭,0,0,49
G318,4458,4459,92.37636681,87.65,67.01,88.48,85.5,三级公路,沥青,2,7.5,6.5,5,1954,29.291,0.42,山岭,0,0,49
G318,4459,4460,89.93029283,85.43,67.26,86.01,87.9,三级公路,沥青,2,7.5,6.5,5,1954,29.291,0.42,山岭,0,0,49
